"MNUMMER","SIG","AUTOR","TITEL","UTITEL","BAND","VERLAG","EJAHR","SZAHL","ISBN","ZWST","STANDORT","ZUDATUM","PREIS","LDATUM","GRUPPE1","GRUPPE2","ZULETZT","LALTER","MCODE","KCODE","LSTAT","LFREQ","SWORT","ETATNR","LFREQ2"
97858721,S/U,"Engelmann, Gabriella","Weiß wie Schnee, rot wie Blut, grün vor Neid",ein mörderischer Schneewittchenroman,EUR 13.95 / 1. Aufl / 261 S,Würzburg : Arena-Verl.,2010,0,3-401-06488-6,,,06/09/2011,0,12/18/2018,0,,010588,0,1,0,0,0,FALSE,0,6
97858748,S/U 1 von 2,"Steinhöfel, Andreas / Schössow, Peter","Rico, Oskar und die Tieferschatten",mit Bildern von Peter Schössow,"EUR 6.95 (DE), EUR 7.20 (AT), sfr 11.50 (freier Pr. / 220 S",Hamburg : Carlsen,2011,0,3-551-31029-7,,,06/09/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97858756,S/U  2 von 2,"Steinhöfel, Andreas / Schössow, Peter","Rico, Oskar und die Tieferschatten",mit Bildern von Peter Schössow,"EUR 6.95 (DE), EUR 7.20 (AT), sfr 11.50 (freier Pr. / 220 S",Hamburg : Carlsen,2011,0,3-551-31029-7,,,06/09/2011,0,04/02/2019,0,,002283,0,1,0,0,0,FALSE,0,1
97858764,S/U,"Tophofen, Sabrina / Vattrodt, Veronika",So lange bin ich vogelfrei,mein Leben als Straßenkind,EUR 9.95 / 1. Aufl / 176 S.  / Ill,Würzburg : Arena-Verl.,2010,176,3-401-06550-5,,,06/09/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97858772,S/U,"McCafferty, Megan / Herzke, Ingo",Erste Male,,EUR 14.00 / 362 S.,Hamburg : Carlsen,2010,362,3-551-58204-1,,,06/09/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97858780,S/U,"Nordin, Karin",Deniz,bei uns in der Türkei,"DM 5.60 / [3. Aufl. / 62 S.  / zahlr. Ill., Kt.",[Hamburg] : Verlag Erziehung und Wiss.,[ca.,62,3810303259,,,06/09/2011,0,11/09/2011,0,,000809,0,1,0,0,0,FALSE,0,1
97858799,S/U,"Ajtmatov, Cingiz / Drohla, Gisela / Aragon, Louis",Dshamilja,Erzählung,"1. Aufl., [Nachdr. / 122 S",Frankfurt am Main : Suhrkamp,[200,0,3518380796,,,06/09/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97858802,S/U,"Beuse, Stefan",Alles was du siehst,Roman,EUR 17.90 / 173 S,München : Beck,2009,0,3-406-58244-3,,,06/09/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97858810,S/U,"Beuse, Stefan",Alles was du siehst,Roman,EUR 17.90 / 173 S,München : Beck,2009,0,3-406-58244-3,,,06/09/2011,0,06/27/2011,0,,000892,0,1,0,0,0,FALSE,0,1
97858829,S/U,"Bentele, Günther",Blutiges Pergament,,"EUR 18,00 / 349 S",Stuttgart [u.a.] : Thienemann,2002,0,3-522-17521-2,,,06/09/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97858837,S/U,"Franz, Kurt / Haas, Gerhard",Lesen in der Schule mit dtv junior,: Unterrichtsvorschläge,"DM 5.00, S 37.00 / 9. Aufl., überarb. und in der Titelausw. veränd. ab 5. Aufl / 156 S  / Ill",München : Dt. Taschenbuch-Verl.,2001,0,3423081023,,,06/09/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97858845,Lehrermaterial Schrank DL,"Daubert, Hannelore / Armbröster-Groh, Elvira / Haas, Gerhard",Lesen in der Schule mit dtv junior Kinderromane,: Unterrichtsvorschläge   9 bis 12 Jahre Lehrertaschenbuch 7,6. Aufl / 158 S,München : Dt. Taschenbuch-Verl.,1996,0,342308107X,,,06/09/2011,0,,0,,,0,1,0,9,0,FALSE,0,0
97858853,S/U,"Niobey, Frédérique / Griebel-Kruip, Rosemarie",Grau und auch grün,,Eur 12.90 (D). Eur 13.30 (A). sFr 22.60 / 141 S.,Düsseldorf : Sauerländer,2004,141,3-7941-8020-8,,,06/09/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97858861,S/U,"Mankell, Henning / Kutsch, Angelika",Die Reise ans Ende der Welt,,EUR 7.00 / Ungekürzte Ausg / 239 S,München : Dt. Taschenbuch-Verl.,2002,0,3-423-70726-7,,,06/09/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97858888,S/U,"George, Jean Craighead",Julie von den Wölfen,,"Bearb. Neuausg. nach den Regeln der Rechtschreibreform, 29. Aufl / 191 S",München : Dt.-Taschenbuch-Verl.,2007,0,3-423-07351-9,,,06/09/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97858896,S/U,"Hassenmüller, Heidi",Spiel ohne Gnade,,189 S,Hamburg : Ellermann,1999,0,3-7707-3093-3,,,06/09/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97858918,S/U,"Veer, Akky van der / Müller-Haas, Marlene",Die Männer von Midgard,,DM 26.80 / 226 S  / Kt,Stuttgart : Urachhaus,1998,0,3825172031,,,06/09/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97858926,S/U,"Albert, Stefan / Rühl, Rainer E",Specklock Holmes und das Geheimnis der Statuen,acht spannende Kriminalfälle aus der Reformationszeit - gelöst vom weltberühmten Mäusedetektiv und seinem Freund Dr. Knabberson,EUR 9.95 / 234 S  / Ill,Gießen [u.a.] : Brunnen-Verl.,2006,0,3-7655-6696-9,,,06/09/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97858934,S/U,"Boge-Erli, Nortrud",Zwischen Himmel und Hölle,,kart / 174 S,Garching b. Mèunchen: Hase und Igel,2009,0,3-86760-106-2,,,06/09/2011,0,11/26/2012,0,,005576,0,1,0,0,0,FALSE,0,1
97858942,S/U,"Blyton, Enid / Stepath, Lena / Tresilian, Stuart",Die Insel der Abenteuer,,Bearb. Neuausg / 248 S  / Ill,München : Dt. Taschenbuch-Verl.,1996,0,3-423-07002-1,,,06/09/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97858950,S/U,"Blyton, Enid / Stepath, Lena / Tresilian, Stuart",Das Schiff der Abenteuer,,Bearb. Neuausg / 252 S  / Ill,München : Dt. Taschenbuch-Verl.,1996,0,3423073381,,,06/09/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97858969,S/U,"Morgenstern, Susie",Wie komm' ich nur zu Geld,,"DM 12.80, sfr 12.80 / 93 S",Zürich ;Köln : Benziger,1986,0,3545322599,,,06/09/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97858977,S/U,"Ingendaay, Marcus",Die Taxifahrerin,Roman,"17.90 EUR, 30.50 CHF / 1. Aufl / 350 S",Reinbek bei Hamburg : Rowohlt,2003,0,3498032186,,,06/09/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97858985,SZ Junge Bibliothek,"Milne, Alan A. / Shepard, Ernest H",Pu der Bär,,EUR 4.90 / 135 S,München : Süddeutsche Zeitung,2005,0,3-86615-102-0,,,06/09/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97858993,SZ Junge Bibliothek,"Lindgren, Astrid / Heinig, Cäcilie",Kalle Blomquist Meisterdetektiv,,Lizenzausg / 140 S,München : Süddt. Zeitung,2005,0,3-86615-103-9,,,06/09/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97859000,SZ Junge Bibliothek,"Fährmann, Willi",Der lange Weg des Lukas B.,,Lizenzausg / 381 S  / Kt,München : Süddt. Zeitung,2005,0,3-86615-104-7,,,06/09/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97859019,SZ Junge Bibliothek,"Nöstlinger, Christine",Konrad oder Das Kind aus der Konservenbüchse,,Lizenzausg / 141 S  / Ill,München : Süddt. Zeitung,2005,0,3-86615-105-5,,,06/09/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97859027,SZ Junge Bibliothek,"MacLachlan, Patricia / Buchholz, Quint / Johansen, Hanna","Schere, Stein, Papier",Sophies Geschichte,Lizenzausg / 126 S  / Ill,München : Süddt. Zeitung,2005,0,3-86615-107-1,,,06/09/2011,0,09/20/2012,0,,006254,0,1,0,0,0,FALSE,0,1
97859035,SZ Junge Bibliothek,"Krüss, James / Bartsch, Jochen",Mein Urgroßvater und ich,,Lizenzausg / 260 S  / Ill,München : Süddt. Zeitung,2005,0,3-86615-108-X,,,06/09/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97859043,SZ Junge Bibliothek,"Funke, Cornelia",Potilla,,Lizenzausg / 141 S  / Ill,München : Süddt. Zeitung,2005,0,3-86615-109-8,,,06/09/2011,0,01/08/2013,0,,001864,0,1,0,0,0,FALSE,0,1
97859051,SZ Junge Bibliothek,"Kordon, Klaus",Die roten Matrosen oder Ein vergessener Winter,Roman,Lizenzausg / 462 S,München : Süddt. Zeitung,2005,0,3-86615-110-1,,,06/09/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97859078,SZ Junge Bibliothek,"Bolt, Robert / Mandelartz, Carl / Barde, Marianne de",Der kleine dicke Ritter,,Lizenzausg / 139 S  / Ill,München : Süddt. Zeitung,2005,0,3-86615-111-X,,,06/09/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97859086,SZ Junge Bibliothek,"Travers, Pamela L / Kessel, Elisabeth",Mary Poppins,,Lizenzausg / 174 S  / Ill,München : Süddt. Zeitung,2005,0,3-86615-113-6,,,06/09/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97859094,SZ Junge Bibliothek,"Lofting, Hugh",Doktor Dolittle und seine Tiere,,EUR 4.90 / 125 S,München : Süddt. Zeitung Junge Bibl.,2005,0,3-86615-115-2,,,06/09/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97859108,SZ Junge Bibliothek,"Schami, Rafik",Eine Hand voller Sterne,Roman,Lizenzausg / 184 S,München : Süddt. Zeitung,2005,0,3-86615-116-0,,,06/09/2011,0,11/20/2019,0,,009172,0,1,0,0,1,FALSE,0,1
97859124,SZ Junge Bibliothek,"Ende, Michael",Der satanarchäolügenialkohöllische Wunschpunsch,,EUR 4.90 / 205 S,München : Süddt. Zeitung Junge Bibl.,2005,0,3-86615-118-7,,,06/09/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97859132,SZ Junge Bibliothek,"Gardiner, John R / Atkins, Almut",Steinadler,,Lizenzausg / 127 S  / Ill,München : Süddt. Zeitung,2005,0,3-86615-120-9,,,06/09/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97859140,SZ Junge Bibliothek,"Maar, Paul",Der tätowierte Hund,,124 S,München : Süddt. Zeitung Junge Bibl.,2005,0,3-86615-121-7,,,06/09/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97859159,SZ Junge Bibliothek,"Jansson, Tove",Die Mumins,eine drollige Gesellschaft,EUR 4.90 / EUR 4.90 / 164 S,München : Süddt. Zeitung Junge Bibl.,2005,0,3-86615-123-3,,,06/09/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97859167,SZ Junge Bibliothek,"Reuter, Bjarne","So einen wie mich kann man nicht von den Bäumen pflücken, sagt Buster",,EUR 4.90 / EUR 4.90 / 141 S,München : Süddt. Zeitung Junge Bibl.,2005,0,3-86615-124-1,,,06/09/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97859175,S/U,"Steinhöfel, Andreas",Die Mitte der Welt,Roman,EUR 4.90 / EUR 4.90 / 415 S,München : Süddt. Zeitung Junge Bibl.,2005,0,3-86615-125-X,,,06/09/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97859183,SZ Junge Bibliothek,"Kästner, Erich / Trier, Walter",Pünktchen und Anton,ein Roman für Kinder,Lizenzausg / 155 S  / Ill,München : Süddt. Zeitung,2005,0,3-86615-126-8,,,06/09/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97859191,SZ Junge Bibliothek,"Härtling, Peter / Siepen, Christa aus dem",Das war der Hirbel,"wie der Hirbel ins Heim kam, warum er anders ist als andere und ob ihm zu helfen ist",EUR 4.90 / EUR 4.90 / 79 S,München : Süddt. Zeitung Junge Bibl.,2006,0,3-86615-128-4,,,06/09/2011,0,01/08/2019,0,,010979,0,1,0,0,0,FALSE,0,1
97859205,SZ Junge Bibliothek,"Lembcke, Marjaleena",Als die Steine noch Vögel waren,,Lizenzausg / 79 S,München : Süddt. Zeitung,2005,0,3-86615-129-2,,,06/09/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97859213,SZ Junge Bibliothek,"Jones, Diana Wynne",Zauberstreit In Caprona - Die Welt des Chrestomanci,,EUR 4.90 / 266 S.,München : Süddt. Zeitung Junge Bibl.,2005,266,3-86615-130-6,,,06/09/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97859221,SZ Junge Bibliothek,"Thor, Annika / Kutsch, Angelika",Eine Insel im Meer,,Lizenzausg / 206 S,München : Süddt. Zeitung,2006,0,3-86615-132-2,,,06/09/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97859248,SZ Junge Bibliothek,"Korschunow, Irina",Die Wawuschels mit den grünen Haaren,,EUR 4.90 / EUR 4.90 / 105 S,München : Süddt. Zeitung Junge Bibl.,2006,0,3-86615-133-0,,,06/09/2011,0,11/14/2019,0,,002267,0,1,0,0,1,FALSE,0,2
97859256,SZ Junge Bibliothek,"Grosman, Daòvid",Zickzackkind,,EUR 4.90 / EUR 4.90 / 427 S,München : Süddt. Zeitung Junge Bibl.,2006,0,3-86615-134-9,,,06/09/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97859264,SZ Junge Bibliothek,"Michels, Tilde",Kleiner König Kalle Wirsch,,Lizenzausg / 157 S  / Ill,München : Süddt. Zeitung,2006,0,3-86615-135-7,,,06/09/2011,0,11/05/2013,0,,000159,0,1,0,0,0,FALSE,0,1
97859272,SZ Junge Bibliothek,"Pressler, Mirjam","Wenn das Glück kommt, muss man ihm einen Stuhl hinstellen",Roman,Lizenzausg / 176 S,München : Süddt. Zeitung,2006,0,3-86615-137-3,,,06/09/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97859280,SZ Junge Bibliothek,"Schulz, Hermann",Auf dem Strom,Roman,Lizenzausg / 139 S  / Ill,München : Süddt. Zeitung,2006,0,3-86615-136-5,,,06/09/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97859299,SZ Junge Bibliothek,"Hacks, Peter / Ensikat, Klaus",Liebkind im Vogelnest,,Lizenzausg / 151 S  / Ill,München : Süddt. Zeitung,2006,0,3-86615-138-1,,,06/09/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97859302,SZ Junge Bibliothek,"Heuck, Sigrid",Saids Geschichte oder Der Schatz der Wüste,,"Lizenzausg / 360 S  / Ill., Kt",München : Süddt. Zeitung,2006,0,3-86615-139-X,,,06/09/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97859310,SZ Junge Bibliothek,"Pludra, Benno",Das Herz des Piraten,Roman,Lizenzausg / 160 S  / Ill,München : Süddt. Zeitung,2006,0,3-86615-140-3,,,06/09/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97859329,SZ Junge Bibliothek,"Linde, Gunnel",Wie eine Hecke voll Himbeeren,,173 S,München : Süddt. Zeitung GmbH,2006,0,3-86615-141-1,,,06/09/2011,0,05/31/2012,0,,001066,0,1,0,0,0,FALSE,0,1
97859337,SZ Junge Bibliothek,"Spinelli, Jerry",Taubenjagd,,179 S,München : Süddt. Zeitung GmbH,2006,0,3-86615-142-X,,,06/09/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97859345,SZ Junge Bibliothek,"Kuijer, Guus / Hachmeister, Sylke",Wir alle für immer zusammen,,Lizenzausg / 89 S  / Ill,München : Süddt. Zeitung,2005,0,3-86615-143-8,,,06/09/2011,0,11/12/2019,0,,007927,0,1,0,1,1,FALSE,0,1
97859353,SZ Junge Bibliothek,"Och, Sheila / Osenberg, Gabriele",Das Salz der Erde und das dumme Schaf,,Lizenzausg / 141 S,München : Süddt. Zeitung,2006,0,3-86615-144-6,,,06/09/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97859361,SZ Junge Bibliothek,"Stoffels, Karlijn / Pressler, Mirjam",Mojsche und Rejsele,Roman,Lizenzausg / 172 S,München : Süddt. Zeitung,2006,0,3-86615-145-4,,,06/09/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97859388,SZ Junge Bibliothek,"Almond, David / Walser, Johanna / Walser, Martin",Zeit des Mondes,,Lizenzausg / 164 S,München : Süddt. Zeitung,2006,0,3-86615-146-2,,,06/09/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97859396,SZ Junge Bibliothek,"Hein, Christoph",Das Wildpferd unterm Kachelofen,ein schönes dickes Buch von Jakob Borg und seinen Freunden,227 S,München : Süddeutsche Zeitung,2006,0,3-86615-114-4,,,06/09/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97859418,SZ Junge Bibliothek,"Wahl, Mats / Dörries, Maike",Winterbucht,Roman,Lizenzausg / 342 S,München : Süddt. Zeitung,2006,0,3-86615-148-9,,,06/09/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97859426,SZ Junge Bibliothek,"Mankell, Henning / Kutsch, Angelika","Der Hund, der unterwegs zu einem Stern war",,Lizenzausg / 175 S,München : Süddt. Zeitung,2006,0,3-86615-149-7,,,06/09/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97859434,SZ Junge Bibliothek,"Drvenkar, Zoran",Touch the flame,,Lizenzausg / 209 S,München : Süddt. Zeitung,2006,0,3-86615-150-0,,,06/09/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97859442,SZ Junge Bibliothek,"Timm, Uwe",Der Schatz auf Pagensand,,Lizenzausg / 169 S  / Ill,München : Süddt. Zeitung,2006,0,3-86615-151-9,,,06/09/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97859450,SZ Junge Bibliothek,"Guggenmos, Josef / Berner, Rotraut Susanne",Was denkt die Maus am Donnerstag?,121 Gedichte für Kinder,EUR 4.90 / EUR 4.90 / 118 S,München : Süddt. Zeitung Junge Bibl.,2006,0,3-86615-127-6,,,06/09/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97859469,SZ Junge Bibliothek,Janosch,Lari Fari Mogelzahn,Abenteuer in der Spielzeugkiste,Lizenzausg / 86 S  / Ill,München : Süddt. Zeitung,2005,0,3-86615-106-3,,,06/09/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97859477,SZ Junge Bibliothek,"Andersen, Vita / Holliger, Christine / Berner, Rotraut Susanne",Petruschkas Lackschuhe,für Kinder,Lizenzausg / 84 S  / Ill,München : Süddt. Zeitung,2005,0,3-86615-122-5,,,06/09/2011,0,04/25/2019,0,,007927,0,1,0,0,0,FALSE,0,2
97859493,S/EK,"Mackinnon, John Ramsay / Schwab, Jürgen",Borneo,,"12. German print / 184 S  / Ill., 1 Kt",Amsterdam : [Time-Life International (Nederland) B.V.],1990,0,9061820685,,,06/10/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97859507,S/Bio,"Lenz, Nikolaus",1000 Wunder der Tierwelt,,347 S,Bindlach: Loewe,1996,0,3-7855-2908-2,,,06/10/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97859515,S/Bio,"Smart, Paul",Kosmos-Enzyklopädie der Schmetterlinge,[d. Tagfalter d. Erde in Farbe ; über 2000 Arten in Lebensgrösse],"DM 68.00, DM 62.00 (für Kosmosmitglieder / 2. Aufl / 279 S  / zahlr. Ill. (farb.)",Stuttgart : Franckh,1987,0,3440044661,,,06/10/2011,0,01/15/2014,0,,002968,0,1,0,0,0,FALSE,0,4
97859523,S/Bio,"Colombo, Federica",Die Erde lebt,"Bildatlas der Tiere und Pflanzen ; mit über 1000 farbigen Einzelabbildungen, Fotos, Schaubildern, Zeichnungen und Karten","DM 29.80 / 5. Aufl / 111 S  / überwiegend Ill., Kt",Freiburg im Breisgau ;Basel ;Wien : Herder,1989,0,3451198401,,,06/10/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97859558,S/Bio,Riesen - Pop - up,Spinnen,,,München: arsEdition,,0,,,,06/10/2011,0,09/24/2012,0,,006505,0,1,0,0,0,FALSE,0,1
97859574,S/U,"Lindgren, Astrid",Pippi Langstrumpf,,389 S  / Ill,Hamburg : Oetinger,2002,0,3-7891-2944-5,,,06/14/2011,0,09/20/2012,0,,006130,0,1,0,0,0,FALSE,0,1
97859582,S/U,"Lindgren, Astrid / Wikland, Ilon / Hollander-Lossow, Else von",Die Kinder aus Bullerbü,,"Gesamtausg., [Nachdr. / 301 S.  / graph. Darst",Hamburg : Oetinger,2010,301,3789129453,,,06/14/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97859590,S/Bio,"Ausfelder, Trude","Alles, was Mädchen wissen wollen",Infos & Tipps für die aufregendsten Jahre im Leben,"EUR 9,90 / 256 S",Hamburg : Klopp,2004,0,378170100X,,,06/14/2011,0,10/31/2011,0,,002127,0,1,0,0,0,FALSE,0,1
97859604,S/U,"Rahlens, Holly-Jane / Ludwig, Sabine",Mauerblümchen,,EUR 12.95 / Orig.-Ausg / 156 S.,Reinbek bei Hamburg : Rowohlt,2009,156,3-499-21498-9,,,06/14/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97859620,S/S,Was ist was,Wie ensteht ein Medikament ?,,,,,0,,,,06/16/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97859639,S/EK,"Burenhult, Göran / Anderson, Atholl",Kulturen der Neuen Welt,"Kulturen Amerikas, Asiens und des Pazifiks","Lizenzausg / 240 S  / zahlr. Ill., graph. Darst., Kt",Augsburg : Weltbild-Verl.,2000,0,3-8289-0744-X,,,06/23/2011,0,04/12/2012,0,,005185,0,1,0,0,0,FALSE,0,1
97859655,S/EK,"Müller, Rolf",Romantische Reise durch das alte Deutschland,,,,,0,,,,06/23/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97859663,S/EK,"Moloney, Norah",Archäologie,,"DM 39.80 / 160 S  / zahlr. Ill., Kt",Weinheim [u.a.] : Beltz & Gelberg,2001,0,3-407-75306-3,,,06/23/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97859671,S/EK,"Türoff, Marianne",Deutschland,,,,,0,,,,06/23/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97859701,S/EK,"Parker, Steve / Fornari, Giuliano / Corbella, Luciano / Berry, Susan",Die Erde auf der wir leben,"[Gestalt und Aufbau, Atmosphäre, Meer und Land]",64 S  / überwiegend Ill,Nürnberg u.a. : Tessloff,1989,0,3788604719,,,06/23/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97859728,S/F,"Jendsch, Wolfgang",Feuerwehrfahrzeuge in Europa,,1. Aufl / 214 S  / überwiegend Ill,Erlensee : Haus,1991,0,3887760484,,,06/23/2011,0,08/30/2013,0,,002321,0,1,0,0,0,FALSE,0,1
97859736,S/F,"Polte, Hans-Joachim",Hubschrauber,"Geschichte, Technik und Einsatz","DM 49.80 / 2., überarb. Aufl / 164 S  / zahlr. Ill., graph. Darst., Tab., Kt",Herford [u.a.] : Mittler,1993,0,3813204111,,,06/23/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97859744,S/EK,Karl Müller Verlag,Der große illustrierte Kinderatlas,,,,,0,3860700685,,,06/23/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97859752,S/F,"Guzzardi, Giuseppe / Rizzo, Enzo / Manferto, Valeria",Die Geschichte der Autorennen,,299 S.  / überw. Ill.,Erlangen : K. Müller,1999,299,3-86070-833-3,,,06/23/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97859760,S/EK,"Adams, Simon / Jakeway, Rob / Schafnitzl, Lioba",Tessloffs erstes Buch der Vulkane,,EUR 7.90 / 31 S  / zahlr. Ill,Nürnberg : Tessloff,2004,0,3788609222,,,06/23/2011,0,09/26/2011,0,,002291,0,1,0,0,0,FALSE,0,1
97859779,S/F,Aliki,Mumien,[Kulturgeschichte für Kinder],2. Aufl / 32 S  / zahlr. Ill,Reinbek bei Hamburg : Carlsen,1981,0,3551512272,,,06/23/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97859787,S/F,Naumann & Göbel,Traumautos,,,Köln: Naumann & Göbel Verlagsgesellschaft,,0,,,,06/23/2011,0,09/12/2013,0,,002569,0,1,0,0,0,FALSE,0,3
97859795,S/EK,"Konstam, Angus / Hofter, Mathias René",Atlas der Kelten,[von der Hallstatt-Kultur bis zur Gegenwart],"EUR 12.95 / 191 S  / überw.. Ill., Kt",Wien : Tosa,2002,0,3-85492-471-2,,,06/23/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97859809,S/EK,"Atkinson, Stuard",Wissen für Kinder - Der Weltraum,,,Köln: Naumann & Göbel Verlagsgesellschaft,,0,,,,06/23/2011,0,09/27/2012,0,,006270,0,1,0,0,0,FALSE,0,1
97859876,S/U,"Tondern, Harald",Withe Angel - Ein Ecstasy Roman,,,"München: Bertelsmann, C., Verlag",,0,,,,06/23/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97859884,S/U,"Wallrabenstein, Wulf","Laberlaber, blabla?",Wie man mit der Sprache besser zurechtkommt,Orig.-Ausg / 142 S  / Ill,Reinbek bei Hamburg : Rowohlt,1983,0,3499203421,,,06/23/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97859892,S/U,"Hitchcock, Alfred",Mörder Allerlei,,,,,0,,,,06/23/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97859906,S/U,"Schulte-Willekes, Hans",Schlagzeile,Ein 'Bild'-Reporter berichtet,109.-126. Tsd / 94 S  / 19 cm,Reinbek bei Hamburg : Rowohlt-Taschenbuch-Verl.,1982,0,3499201461,,,06/23/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97859922,S/U,"Schiller, Friedrich / Schmidt, Josef / Piatti, Barbara",Wilhelm Tell,Schauspiel,160 S  / Ill,Stuttgart : Reclam,2004,0,3-15-000012-2,,,06/23/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97859930,S/U,"Goethe, Johann Wolfgang von",Faust,der Tragödie erster Teil,Durchges. Ausg / 135 S,Stuttgart : Reclam,2000,0,3-15-000001-7,,,06/23/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97859949,S/U,"Goethe, Johann Wolfgang von",Faust,der Tragödie erster Teil,Durchges. Ausg / 135 S,Stuttgart : Reclam,2000,0,3-15-000001-7,,,06/23/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97859965,S/U,"Wolf, Stefan",Draculas Erben,zwei Fälle für TKKG,239 S  / Ill,Hannover : Pelikan,2004,0,3814427009,,,06/24/2011,0,02/19/2016,0,,003085,0,1,0,0,0,FALSE,0,3
97859973,S/U,"Wilson, Forrest",Superoma räumt auf,,"DM 16,80 / 156 S.",Hamburg : Dressler,1991,156,3791525026,,,06/24/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97859981,S/U,"Wilson, Robert Forrest / Brender, Irmela / Eriksson, Eva",Superoma,,3. Aufl / 157 S  / Ill,Hamburg : Dressler,1987,0,3791525018,,,06/24/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97860009,S/U,"Wilson, Forrest / Hans, Alfred / Eriksson, Eva","Superoma, Superstar",,154 S  / Ill,Hamburg : Dressler,1987,0,3791525034,,,06/24/2011,0,,0,,,0,1,0,0,0,FALSE,0,0
97860017,S/U,"Zöller, Elisabeth",Die Chaosfamilie und die 1/2 Weltreise,,"fest geb. : 14,80 / 124 S.  / Ill",Stuttgart : Thienemann,1999,124,3-522-17127-6,,,06/24/2011,0,09/04/2012,0,,005592,0,1,0,0,0,FALSE,0,1
